"rt","response","trialType","trial_type","trial_index","time_elapsed","internal_node_id","sub_n","date","time","leftRight","age","race","ethnicity","gender","exp_duration","success","timeout","failed_images","failed_audio","failed_video","stimulus","view_history","trialID","radius_a","radius_b","angle_a","angle_b","lrCond","question_order"
"1668","9","rating","canvas-keyboard-response","111","322950","0.0-11.0-0.50","102","2022-3-11","14:0:8","1","20","[""Asian""]","No","Female","1109294","","","","","","","","70","113","140","10","10","1",""
"null","null","clear_screen","canvas-keyboard-response","112","323208","0.0-11.0-1.50","102","2022-3-11","14:0:8","1","20","[""Asian""]","No","Female","1109294","","","","","","","","70","113","140","10","10","",""
"2612","1","rating","canvas-keyboard-response","113","325831","0.0-11.0-0.51","102","2022-3-11","14:0:8","1","20","[""Asian""]","No","Female","1109294","","","","","","","","192","140","57","17","40","1",""
"null","null","clear_screen","canvas-keyboard-response","114","326089","0.0-11.0-1.51","102","2022-3-11","14:0:8","1","20","[""Asian""]","No","Female","1109294","","","","","","","","192","140","57","17","40","",""
"4988","3","rating","canvas-keyboard-response","115","331086","0.0-11.0-0.52","102","2022-3-11","14:0:8","1","20","[""Asian""]","No","Female","1109294","","","","","","","","186","140","30","17","33","0",""
"null","null","clear_screen","canvas-keyboard-response","116","331345","0.0-11.0-1.52","102","2022-3-11","14:0:8","1","20","[""Asian""]","No","Female","1109294","","","","","","","","186","140","30","17","33","",""
"2418","2","rating","canvas-keyboard-response","117","333774","0.0-11.0-0.53","102","2022-3-11","14:0:8","1","20","[""Asian""]","No","Female","1109294","","","","","","","","81","113","30","10","33","0",""
"null","null","clear_screen","canvas-keyboard-response","118","334032","0.0-11.0-1.53","102","2022-3-11","14:0:8","1","20","[""Asian""]","No","Female","1109294","","","","","","","","81","113","30","10","33","",""
"3068","5","rating","canvas-keyboard-response","119","337111","0.0-11.0-0.54","102","2022-3-11","14:0:8","1","20","[""Asian""]","No","Female","1109294","","","","","","","","217","57","140","25","33","1",""
"null","null","clear_screen","canvas-keyboard-response","120","337372","0.0-11.0-1.54","102","2022-3-11","14:0:8","1","20","[""Asian""]","No","Female","1109294","","","","","","","","217","57","140","25","33","",""
"5726","4","rating","canvas-keyboard-response","121","343110","0.0-11.0-0.55","102","2022-3-11","14:0:8","1","20","[""Asian""]","No","Female","1109294","","","","","","","","167","113","57","17","25","1",""
"null","null","clear_screen","canvas-keyboard-response","122","343370","0.0-11.0-1.55","102","2022-3-11","14:0:8","1","20","[""Asian""]","No","Female","1109294","","","","","","","","167","113","57","17","25","",""
"3272","5","rating","canvas-keyboard-response","123","346655","0.0-11.0-0.56","102","2022-3-11","14:0:8","1","20","[""Asian""]","No","Female","1109294","","","","","","","","257","30","85","33","33","0",""
"null","null","clear_screen","canvas-keyboard-response","124","346914","0.0-11.0-1.56","102","2022-3-11","14:0:8","1","20","[""Asian""]","No","Female","1109294","","","","","","","","257","30","85","33","33","",""
"2978","6","rating","canvas-keyboard-response","125","349903","0.0-11.0-0.57","102","2022-3-11","14:0:8","1","20","[""Asian""]","No","Female","1109294","","","","","","","","26","57","113","10","10","0",""
